,P,Exp P,Log P,Log Exp P
4691334,0.103396,0.08038338065749977,0.985,1.095
4715968,0.103475,0.08044522594279091,0.985,1.094
6660833,0.103634,0.0805794359918059,0.984,1.094
15412106,0.103694,0.08063064620000025,0.984,1.093
11148550,0.103873,0.08078190705196935,0.983,1.093
11889505,0.103916,0.08081652885186598,0.983,1.092
7632483,0.104112,0.08097715319562682,0.982,1.092
15524299,0.104145,0.08100281609905603,0.982,1.091
6291037,0.104352,0.08117401772058161,0.981,1.091
13186135,0.104373,0.08118956574090247,0.981,1.09
8323044,0.104593,0.08137504379744386,0.98,1.09
16409832,0.104594,0.08137671997807325,0.98,1.089
591963,0.104815,0.08156427881056835,0.98,1.088
4858580,0.104834,0.08158161861018269,0.979,1.088
13789629,0.105042,0.0817523578370519,0.979,1.087
560950,0.105076,0.08178154649973603,0.978,1.087
3947741,0.105263,0.08194078365952771,0.978,1.086
10051966,0.105318,0.08198471115188405,0.977,1.086
10915555,0.105488,0.08212967187665993,0.977,1.085
770342,0.105561,0.08218903179067301,0.976,1.085
12235545,0.105719,0.08231902248844851,0.976,1.084
11834162,0.105804,0.08238971107154297,0.975,1.084
5342423,0.105948,0.08250877769556143,0.975,1.083
5329052,0.106048,0.08259599688762156,0.974,1.083
1300595,0.106169,0.08269899529733074,0.974,1.082
3929985,0.106292,0.08280095331906306,0.973,1.082
11518320,0.106399,0.08288961749442439,0.973,1.081
12295496,0.106537,0.08300504276052384,0.972,1.081
6880371,0.106628,0.08308070208617441,0.972,1.08
14856141,0.106783,0.0832122533659152,0.971,1.08
15873118,0.106854,0.08327224907258082,0.971,1.079
3315796,0.107029,0.08342137134926414,0.97,1.079
401812,0.107079,0.08346420065431155,0.97,1.078
12685167,0.107276,0.08363441968719233,0.969,1.078
14616620,0.107303,0.08365661463069868,0.969,1.077
1213258,0.107523,0.08384220828590416,0.968,1.077
12818454,0.107531,0.08384943320241015,0.968,1.076
8354158,0.10776,0.08404271416877798,0.968,1.075
13284150,0.107771,0.08405069047660058,0.967,1.075
3324576,0.107993,0.0842364575298022,0.967,1.074
11551703,0.108019,0.0842587102726406,0.966,1.074
11620029,0.108215,0.08443066328548281,0.966,1.073
7481172,0.108268,0.08447459077783913,0.965,1.073
4332687,0.108445,0.08462527363648775,0.965,1.072
4163916,0.108518,0.0846830151692035,0.964,1.072
255679,0.108677,0.08482034638214907,0.964,1.071
1396612,0.108768,0.08489762408909697,0.963,1.071
15959725,0.108916,0.08501588152246678,0.963,1.07
10726311,0.109019,0.08510518149048063,0.962,1.07
36673,0.109143,0.08521187905744086,0.962,1.069
12648057,0.10927,0.08531788303241652,0.961,1.069
14286628,0.109377,0.08540833898707133,0.961,1.068
17242076,0.109522,0.08553341674162276,0.96,1.068
6917236,0.109605,0.08560520351202613,0.96,1.067
7078244,0.109775,0.0857467540762112,0.959,1.067
14875631,0.109844,0.08580253043163732,0.959,1.066
13833508,0.110028,0.08595777943751771,0.958,1.066
12663417,0.110083,0.08600031974590489,0.958,1.065
7472080,0.110281,0.08616770661151532,0.957,1.065
10720599,0.110318,0.08619857145482884,0.957,1.064
3772775,0.110536,0.0863809861467717,0.956,1.064
9570975,0.110554,0.08639728555840917,0.956,1.063
4383687,0.110785,0.0865964620566459,0.956,1.062
14199089,0.11079,0.08659987221723671,0.955,1.062
12206815,0.111025,0.08679610094953899,0.955,1.061
8037986,0.111046,0.08681240036117646,0.954,1.061
6697079,0.111268,0.08699614443775643,0.954,1.06
3779963,0.111302,0.08702643128774946,0.953,1.06
17047373,0.111499,0.08719670811996229,0.953,1.059
9010648,0.111558,0.08724572195353882,0.952,1.059
5926329,0.111743,0.08739773419682453,0.952,1.058
10808618,0.111815,0.0874561115221928,0.951,1.058
13865703,0.111986,0.08759922266834315,0.951,1.057
10697819,0.112073,0.08767407280334505,0.95,1.057
2157467,0.112226,0.08780111573518612,0.95,1.056
1282566,0.112332,0.08789070469986021,0.949,1.056
7813970,0.112465,0.08800352899601752,0.949,1.055
13086177,0.112591,0.08810745219503946,0.948,1.055
11349618,0.112711,0.08820640465150528,0.948,1.054
3513213,0.11285,0.08832333270023798,0.947,1.054
8304987,0.112951,0.08840974270164945,0.947,1.053
5101222,0.11311,0.08854516653663744,0.946,1.053
12381330,0.113191,0.08861354314644998,0.946,1.052
6724509,0.113371,0.08876595998506003,0.945,1.052
9890120,0.113435,0.08881780598590691,0.945,1.051
5180568,0.113632,0.08898449925953275,0.944,1.051
14983446,0.113675,0.08902258901935226,0.944,1.05
5324912,0.113894,0.08921037904917556,0.943,1.05
11141840,0.113913,0.08922777664812194,0.943,1.049
211932,0.114155,0.08943348447088006,0.943,1.048
14874640,0.114157,0.08943417806286463,0.942,1.048
2111966,0.114397,0.08963965468829456,0.942,1.047
11617393,0.11442,0.0896582082738819,0.941,1.047
3802500,0.114643,0.08984628730036544,0.941,1.046
7322587,0.114684,0.08988206508690302,0.94,1.046
15452655,0.114884,0.0900533823070927,0.94,1.045
11899142,0.114948,0.09010898526452268,0.939,1.045
11644586,0.115124,0.0902609975078084,0.939,1.044
2331131,0.115213,0.09033538524815392,0.938,1.044
15909074,0.115364,0.09046907510318047,0.938,1.043
11011877,0.115479,0.09056213202777744,0.937,1.043
637072,0.115613,0.09067761509320894,0.937,1.042
2679994,0.115745,0.09078564204480627,0.936,1.042
9130843,0.11586,0.09088667527722583,0.936,1.041
14695390,0.116012,0.09101655037633723,0.935,1.041
8867916,0.116111,0.09109619785589909,0.935,1.04
541775,0.116279,0.09124133197867113,0.934,1.04
1579991,0.116352,0.09130618282922875,0.934,1.039
7469129,0.116547,0.09147160451754956,0.933,1.039
12992676,0.116602,0.09151663019721479,0.933,1.038
4026050,0.116816,0.09169303375862467,0.932,1.038
7255558,0.116853,0.09172759775918926,0.932,1.037
14477547,0.117085,0.09192683205675801,0.931,1.037
8070275,0.117099,0.09193908551515215,0.931,1.036
11376488,0.117346,0.09215103566577143,0.931,1.035
15088993,0.117355,0.09215878077626584,0.93,1.035
10666860,0.117595,0.0923634482110471,0.93,1.034
9582068,0.117626,0.09238899551581223,0.929,1.034
2107542,0.117857,0.09257638095031119,0.929,1.033
12080855,0.117897,0.0926114651448642,0.928,1.033
7544176,0.118105,0.09278977608423165,0.928,1.032
3763913,0.118169,0.09284734421895127,0.927,1.032
8253565,0.118355,0.09300369141214057,0.927,1.031
17174623,0.118441,0.09306958265067505,0.926,1.031
6852967,0.118615,0.09321806913470586,0.926,1.03
6817591,0.118714,0.09330343874814045,0.925,1.03
6711184,0.118868,0.09343296705125957,0.925,1.029
10121653,0.118988,0.09353816183558657,0.924,1.029
12720053,0.119115,0.09364832736246967,0.924,1.028
1090559,0.119262,0.09377745107026444,0.923,1.028
2243068,0.119365,0.09386420786766819,0.923,1.027
16549051,0.119537,0.09401408153566815,0.922,1.027
2737222,0.119619,0.09408060856685516,0.922,1.026
16995649,0.119812,0.09424892022177835,0.921,1.026
5885002,0.119868,0.0942974716606985,0.921,1.025
9236383,0.120089,0.09448757366380371,0.92,1.025
4450194,0.120119,0.09451485494853028,0.92,1.024
6221870,0.120365,0.09473154464437747,0.919,1.024
861880,0.120366,0.09473275843035048,0.919,1.023
13953695,0.120629,0.09495112430682706,0.919,1.022
16494199,0.120643,0.09496129698926747,0.918,1.022
8184054,0.120883,0.09517001037729207,0.918,1.021
3585243,0.120921,0.0952022046052427,0.917,1.021
14530682,0.121136,0.09538941664174552,0.917,1.02
1386642,0.1212,0.09544230303056926,0.916,1.02
4649228,0.121391,0.09560928530085534,0.916,1.019
7976150,0.121479,0.09568974197106589,0.915,1.019
47248,0.12164,0.0958296741539536,0.915,1.018
6601697,0.121759,0.09592880000841558,0.914,1.018
4002447,0.121905,0.09605058320104029,0.914,1.017
2933752,0.12204,0.09616456348383856,0.913,1.017
6427476,0.122164,0.09627201244211542,0.913,1.016
7946374,0.122321,0.09640865006307642,0.912,1.016
13301766,0.122421,0.09649396187717896,0.912,1.015
1201153,0.122603,0.09664533832781215,0.911,1.015
16062689,0.122686,0.0967163737068989,0.911,1.014
10348488,0.122886,0.09689156348233577,0.91,1.014
349072,0.12294,0.0969393635299393,0.91,1.013
12284839,0.123169,0.09713195090432257,0.909,1.013
14627727,0.123204,0.09716281574763609,0.909,1.012
195489,0.123453,0.09737511269424766,0.908,1.012
5351541,0.123468,0.09738678815932132,0.908,1.011
11783317,0.123735,0.09761128076499496,0.908,1.01
9426527,0.123738,0.0976131303436205,0.907,1.01
16911311,0.123996,0.09783635136398909,0.907,1.009
10440132,0.124023,0.09785692792619811,0.906,1.009
3252111,0.124264,0.09806188435763961,0.906,1.008
10737626,0.124309,0.09810326867938583,0.905,1.008
8489365,0.124523,0.09828793754527855,0.905,1.007
699447,0.124595,0.09834851124526464,0.904,1.007
3534707,0.124792,0.09851451092690593,0.904,1.006
6020842,0.124883,0.09858652889463748,0.903,1.006
682019,0.125065,0.09874160450252173,0.903,1.005
7585673,0.12517,0.0988304420758792,0.902,1.005
9372278,0.125333,0.09896921827212596,0.902,1.004
95337,0.125459,0.09907632043441053,0.901,1.004
4825448,0.125602,0.09919735223571863,0.901,1.003
9171795,0.125748,0.09931318209714242,0.9,1.003
6249509,0.125882,0.09942606419263177,0.9,1.002
11946182,0.126038,0.09955593929174317,0.899,1.002
12061610,0.12615,0.09965523854420129,0.899,1.001
14447980,0.126329,0.09980285803825137,0.898,1.001
15940734,0.126425,0.0998849908890913,0.898,1.0
16998533,0.12662,0.10005411173466315,0.897,1.0
15033659,0.12669,0.10011520562863767,0.897,0.999
6707541,0.126912,0.10030316905645711,0.896,0.999
14012330,0.126962,0.10034599836150454,0.896,0.998
12590714,0.127204,0.10054650424437835,0.895,0.998
10753139,0.127237,0.10057731128835982,0.895,0.997
11931309,0.127498,0.10080226628868987,0.894,0.997
15802323,0.127506,0.10080920220853559,0.894,0.996
1015266,0.127772,0.10104155552336774,0.894,0.995
14497665,0.127791,0.1010573347410168,0.893,0.995
4783537,0.128043,0.10127448683152038,0.893,0.994
7203416,0.128086,0.10131205639735145,0.892,0.994
11156409,0.128319,0.10150793833366144,0.892,0.993
5834807,0.128381,0.10156117151847746,0.891,0.993
12158218,0.128599,0.10174196782912298,0.891,0.992
12369170,0.128677,0.1018082636629818,0.89,0.992
607463,0.128881,0.10197651751857295,0.89,0.991
16262929,0.128974,0.10205292823554014,0.889,0.991
4641335,0.129164,0.10221158740201135,0.889,0.99
12181665,0.129271,0.10230504892193264,0.888,0.99
13584344,0.129435,0.10244723527877023,0.888,0.989
14640907,0.129569,0.10256289174219788,0.887,0.989
5865620,0.129708,0.10268334555018549,0.887,0.988
1442827,0.129868,0.10282258414108864,0.886,0.988
5821511,0.129986,0.10292009161425326,0.886,0.987
4491223,0.130167,0.10308146734933073,0.885,0.987
13904618,0.13025,0.10315735787230948,0.885,0.986
14702933,0.130467,0.10334451210948026,0.884,0.986
11052211,0.130526,0.10339514432435414,0.884,0.985
8841859,0.130768,0.10360090994644429,0.883,0.985
14841083,0.130807,0.10363350876971926,0.883,0.984
14971112,0.13107,0.10385528480678666,0.882,0.984
2486689,0.131091,0.10387239340907281,0.882,0.983
1505140,0.131363,0.10411185604174684,0.882,0.982
189484,0.131372,0.10411896535958871,0.881,0.982
7768435,0.131648,0.1043518388684093,0.881,0.981
9062936,0.131674,0.10437518979855662,0.88,0.981
16518873,0.131923,0.10459239968839223,0.88,0.98
7340861,0.131978,0.10463829235803819,0.879,0.98
15306475,0.132209,0.1048334807023636,0.879,0.979
17104976,0.132282,0.10489521038899066,0.878,0.979
2215442,0.132494,0.10507519750898751,0.878,0.978
8584895,0.132587,0.10515224401860722,0.877,0.978
3636532,0.132773,0.10531737671026778,0.877,0.977
8194031,0.132893,0.10541806314669505,0.876,0.977
8788996,0.133061,0.10556019170420058,0.876,0.976
936545,0.133199,0.1056784491375704,0.875,0.976
9505223,0.133339,0.10580352689212183,0.875,0.975
8248036,0.133506,0.10594617564361579,0.874,0.975
1244872,0.133625,0.10604744007336353,0.874,0.974
4577235,0.133814,0.10620685063115137,0.873,0.974
15421265,0.133915,0.10629187344859369,0.873,0.973
8699018,0.134122,0.10646538704340117,0.872,0.973
7705147,0.134205,0.10653694261647635,0.872,0.972
9481564,0.134432,0.10673195756280562,0.871,0.972
7712333,0.134493,0.10678253197834744,0.871,0.971
2528543,0.134742,0.10699789228955754,0.87,0.971
272247,0.134778,0.10702864153420698,0.87,0.97
14427604,0.135052,0.1072670059795721,0.869,0.97
12288673,0.135061,0.10727538688271902,0.869,0.969
15647930,0.135341,0.10752271022455157,0.869,0.968
5887531,0.135364,0.10754241979677986,0.868,0.968
1125178,0.135628,0.10777055376037252,0.868,0.967
14518669,0.135676,0.10781060869748164,0.867,0.967
510795,0.135919,0.10801897528951396,0.867,0.966
14368963,0.135988,0.108079491190168,0.866,0.966
14710622,0.136207,0.10826797481197588,0.866,0.965
4178148,0.136302,0.10835080125480039,0.865,0.965
4521350,0.136496,0.10851761012709032,0.865,0.964
3085921,0.136616,0.10862118653011998,0.864,0.964
1188444,0.136792,0.1087677656361932,0.864,0.963
4363284,0.136931,0.10888995342414225,0.863,0.963
1225652,0.137077,0.10901849913861655,0.863,0.962
15057744,0.137247,0.10916490484669363,0.862,0.962
1209028,0.137367,0.10926981063436038,0.862,0.961
15154817,0.137563,0.10943725529930286,0.861,0.961
2959670,0.137659,0.10952170012342469,0.861,0.96
1635168,0.13788,0.10971261131717858,0.86,0.96
8479002,0.137949,0.10977416760580948,0.86,0.959
16718952,0.138198,0.10999033710766824,0.859,0.959
6934002,0.138239,0.11002721308151474,0.859,0.958
8973593,0.138517,0.11027106846342441,0.858,0.958
16079400,0.138526,0.11028083655054048,0.858,0.957
13133884,0.138827,0.11053509581221875,0.858,0.956
3438558,0.138836,0.11054266752471702,0.857,0.956
6596408,0.139125,0.11078987526788546,0.857,0.955
15616252,0.139156,0.11081576936864287,0.856,0.955
6261109,0.139421,0.11104529051620468,0.856,0.954
12838908,0.139477,0.1110959805304106,0.855,0.954
10061304,0.139705,0.11130128375784439,0.855,0.953
5511324,0.139798,0.11138139363206263,0.854,0.953
14938343,0.14,0.11155785499280456,0.854,0.952
5735282,0.14012,0.11166154699449832,0.853,0.952
15949494,0.140294,0.11181500422108522,0.853,0.951
16462617,0.140443,0.11193990857764051,0.852,0.951
8018833,0.140593,0.1120727892420184,0.852,0.95
13173542,0.140767,0.11222387669599135,0.851,0.95
7713374,0.140892,0.11233115225627206,0.851,0.949
7957446,0.141092,0.11251050358361639,0.85,0.949
4338859,0.141183,0.11259009326384621,0.85,0.948
10427677,0.141417,0.11279227532734941,0.849,0.948
8603113,0.14148,0.11284961226474083,0.849,0.947
7771022,0.141743,0.11308832350609824,0.848,0.947
2211745,0.141766,0.11310976705828797,0.848,0.946
6770838,0.14206,0.11337049984515558,0.848,0.945
11107222,0.14207,0.11338003673494347,0.847,0.945
7842097,0.142357,0.11363186842467574,0.847,0.944
14118082,0.142397,0.11366805080653766,0.846,0.944
13134997,0.142657,0.11389381499751636,0.846,0.943
12328631,0.142725,0.11395057394158731,0.845,0.943
10194104,0.14296,0.11415633956367746,0.845,0.942
10447328,0.143054,0.11423644943789571,0.844,0.942
12482613,0.14327,0.11441949992249109,0.844,0.941
12055995,0.143384,0.11451712299431983,0.843,0.941
7544177,0.143579,0.11468329607395725,0.843,0.94
7420483,0.143715,0.11480114891200272,0.842,0.94
8891121,0.14388,0.11494767021874389,0.842,0.939
2195634,0.144046,0.11508586842167016,0.841,0.939
3451921,0.144191,0.115212622356851,0.841,0.938
14597397,0.144378,0.11537781284784361,0.84,0.938
4951989,0.144492,0.11547821028761063,0.84,0.937
3461760,0.144711,0.11566461313346478,0.839,0.937
6504166,0.144803,0.1157444340110228,0.839,0.936
59343,0.145045,0.1159515868170821,0.838,0.936
689679,0.145117,0.11601123572775543,0.838,0.935
484338,0.145379,0.1162353815374368,0.837,0.935
16008311,0.145429,0.1162786732371406,0.837,0.934
3412187,0.145714,0.11651426331456743,0.836,0.934
13977069,0.14575,0.11654674653917829,0.836,0.933
385504,0.14605,0.11680776832270616,0.835,0.933
14038942,0.14606,0.11681539783453647,0.835,0.932
945864,0.146369,0.11708468492254716,0.835,0.931
4945155,0.146387,0.11710179352483331,0.834,0.931
4027392,0.146679,0.11735460780321039,0.834,0.93
17272176,0.146724,0.11739466274031951,0.833,0.93
10131147,0.146991,0.11762510867719408,0.833,0.929
15941335,0.147062,0.11768689616315318,0.832,0.929
3989021,0.147318,0.11789630314316235,0.832,0.928
14556446,0.147401,0.11796924590020667,0.831,0.928
16936136,0.14763,0.11816807560245111,0.831,0.927
4075043,0.147741,0.11826107472771602,0.83,0.927
8506610,0.147951,0.11844048385439239,0.83,0.926
96542,0.148082,0.11855521552850727,0.829,0.926
13398927,0.14827,0.11871352789898619,0.829,0.925
15411076,0.148423,0.11884559937271541,0.828,0.925
5161286,0.148586,0.11898714993690047,0.828,0.924
107830,0.148765,0.11913823739087341,0.827,0.924
4637442,0.148907,0.11926146556679933,0.827,0.923
1801900,0.149108,0.11944093249280774,0.826,0.923
13351743,0.149216,0.11953635919001866,0.826,0.922
5748628,0.149452,0.11974617076535217,0.825,0.922
2036887,0.149525,0.11981194640522257,0.825,0.921
580462,0.149796,0.12004678509133276,0.824,0.921
1253812,0.149847,0.12008811161374695,0.824,0.92
6288342,0.150142,0.12034208187876498,0.823,0.92
10761087,0.150168,0.12036497041425591,0.823,0.919
7195608,0.150488,0.12064125122144438,0.822,0.919
14355052,0.150489,0.12064246500741739,0.822,0.918
12685549,0.150814,0.12092053759389935,0.822,0.917
13763498,0.150835,0.12093729940019321,0.821,0.917
9132679,0.151143,0.12119930377236589,0.821,0.916
3220245,0.151182,0.12123097780632808,0.82,0.916
8213919,0.151466,0.12147870574348495,0.82,0.915
148360,0.151531,0.12153349951026626,0.819,0.915
10296235,0.151791,0.12175874350725653,0.819,0.914
7508516,0.15188,0.12183555881954805,0.818,0.914
1431106,0.152119,0.12203941706368064,0.818,0.913
7372141,0.15223,0.12213709793484143,0.817,0.913
15188491,0.152436,0.12232072641275728,0.817,0.912
3788837,0.152581,0.12245071711053278,0.816,0.912
10620222,0.152748,0.1226027293538185,0.816,0.911
7248877,0.152933,0.1227679198448111,0.815,0.911
7568081,0.153067,0.12288536808753224,0.815,0.91
15293972,0.153286,0.12307506549531311,0.814,0.91
8720814,0.153395,0.1231686426138985,0.814,0.909
14696000,0.153639,0.1233840029251086,0.813,0.909
16311453,0.153715,0.12345255293291729,0.813,0.908
624748,0.153993,0.12370340203400473,0.812,0.908
13121012,0.154036,0.12373715684392064,0.812,0.907
1730089,0.154348,0.1240143624404219,0.811,0.907
4260490,0.154357,0.12402239654757653,0.811,0.906
13118435,0.154687,0.12430827204388495,0.811,0.905
9416052,0.154704,0.1243227218768969,0.81,0.905
14526186,0.155008,0.12459484113217795,0.81,0.904
12341920,0.155061,0.12464079160115595,0.809,0.904
15105149,0.155335,0.12488204601312346,0.809,0.903
11334291,0.155418,0.12495585576014849,0.808,0.903
16315212,0.155663,0.12516994448605354,0.808,0.902
9461621,0.155776,0.12527433007973188,0.807,0.902
10497142,0.155985,0.12545847875163615,0.807,0.901
5366518,0.156135,0.1255856372821413,0.806,0.901
3676623,0.156321,0.12574770660920334,0.806,0.9
2701143,0.156495,0.12589717568187894,0.805,0.9
6330618,0.156655,0.12603757025942305,0.805,0.899
9849316,0.156856,0.126211604048219,0.804,0.899
7808101,0.15699,0.12632812750162734,0.804,0.898
3889685,0.157218,0.12652765079585634,0.803,0.898
14248978,0.157322,0.1266193783358162,0.803,0.897
6267280,0.15758,0.12684473793147058,0.802,0.897
17194181,0.157658,0.1269112649626576,0.802,0.896
8314112,0.157943,0.1271576057158453,0.801,0.896
15303292,0.157998,0.1272037873821515,0.801,0.895
14467607,0.158307,0.1274647513663473,0.8,0.895
12417233,0.158342,0.12749706119296203,0.8,0.894
3433814,0.158672,0.12778750283650223,0.799,0.894
14199689,0.158676,0.1277909707964251,0.799,0.893
9943586,0.159011,0.12808551619254066,0.799,0.892
7110174,0.159038,0.1281071909420586,0.798,0.892
13324903,0.15935,0.1283808129799729,0.798,0.891
3357105,0.159405,0.12842728364293932,0.797,0.891
7229973,0.159695,0.12867674556005762,0.797,0.89
15936581,0.159772,0.12874350378857283,0.796,0.89
16260438,0.160039,0.12897337173212692,0.796,0.889
11156908,0.160141,0.1290640588841099,0.795,0.889
15456153,0.160374,0.12927069149618078,0.795,0.888
16863152,0.16051,0.129388255337566,0.794,0.888
10897679,0.16072,0.12956870485221925,0.794,0.887
17291906,0.16088,0.1297084058377788,0.793,0.887
3264377,0.161065,0.12986741180024228,0.793,0.886
10684422,0.161251,0.13002792054533902,0.792,0.886
1115919,0.161411,0.13016675454091783,0.792,0.885
1410775,0.161622,0.13035153900547464,0.791,0.885
4316599,0.161753,0.13046684867291,0.791,0.884
10736892,0.161995,0.13068203558612396,0.79,0.884
13891750,0.162089,0.1307675785975547,0.79,0.883
16890969,0.162368,0.1310080816182056,0.789,0.883
11561819,0.162438,0.13106905991351603,0.789,0.882
15481588,0.162743,0.13132291457986994,0.788,0.882
9200051,0.162796,0.13137117702212986,0.788,0.881
13870246,0.163118,0.13165208177588217,0.787,0.881
7058204,0.163144,0.13167404552206033,0.787,0.88
16047140,0.16349,0.13197754981464332,0.787,0.879
7306749,0.163494,0.13198119117256232,0.786,0.879
8749313,0.163834,0.13228180549854293,0.786,0.878
1435882,0.163871,0.13231330613450898,0.785,0.878
12319936,0.164178,0.13258675477442713,0.785,0.877
14979352,0.164248,0.13264605688910816,0.784,0.877
5673396,0.164531,0.13289239764229588,0.784,0.876
12727702,0.164627,0.13297903884103554,0.783,0.876
1454310,0.16487,0.13319873410214922,0.783,0.875
16850422,0.165007,0.13331762732817154,0.782,0.875
16301153,0.16523,0.13350576415398713,0.782,0.874
8490608,0.165387,0.1336476615141645,0.781,0.874
15017345,0.165581,0.13381354559714165,0.781,0.873
2000216,0.165768,0.13397844709147402,0.78,0.873
14901354,0.165929,0.13412202063228076,0.78,0.872
4525096,0.16615,0.1343127584280385,0.779,0.872
11720354,0.166286,0.13443118925940445,0.779,0.871
7393884,0.166533,0.13464782115591958,0.778,0.871
10865471,0.166637,0.13474110927784475,0.778,0.87
1639922,0.166917,0.13498294168313274,0.777,0.87
2625684,0.166996,0.1350517228882696,0.777,0.869
7217487,0.167302,0.135310952892504,0.776,0.869
9693032,0.167361,0.13536303009067907,0.776,0.868
13414832,0.167688,0.13565445432286408,0.775,0.868
2924745,0.16771,0.13567508868440512,0.775,0.867
11811596,0.16806,0.13598784087011576,0.775,0.866
13051580,0.168074,0.13600067232183038,0.774,0.866
10315486,0.168423,0.13630134444714304,0.774,0.865
5883820,0.168462,0.13633255608644884,0.773,0.865
12418928,0.168783,0.13661554161615486,0.773,0.864
11761803,0.16885,0.1366756529214846,0.772,0.864
9803685,0.16914,0.13693049017648332,0.772,0.863
12049817,0.169239,0.13701626438524225,0.771,0.863
9113498,0.16949,0.13724613232879634,0.771,0.862
72467,0.169629,0.13736849351474154,0.77,0.862
4220459,0.169855,0.137562525872426,0.77,0.861
11575517,0.17002,0.13770783339319417,0.769,0.861
1355886,0.170211,0.13787961300804025,0.769,0.86
16671000,0.170412,0.13805457158614892,0.768,0.86
16673106,0.170578,0.1381974515349711,0.768,0.859
13783286,0.170805,0.1383950674512425,0.767,0.859
1852145,0.170945,0.13851604145321855,0.767,0.858
8749444,0.171199,0.13873955147024739,0.766,0.858
1377558,0.171306,0.13883538276278265,0.766,0.857
2820786,0.171594,0.13907918034536026,0.765,0.857
6264125,0.171682,0.13915541766433132,0.765,0.856
12856066,0.171989,0.13942100559509094,0.764,0.856
14807936,0.172052,0.1394762039571966,0.764,0.855
15523667,0.172386,0.13977011356065966,0.763,0.855
2331648,0.172419,0.1397977416413785,0.763,0.854
414526,0.17278,0.14011997291754497,0.763,0.853
6500754,0.172783,0.14012297848281147,0.762,0.853
10113266,0.173147,0.14044301338436013,0.762,0.852
5147762,0.173181,0.14047179745171992,0.761,0.852
4246442,0.173518,0.14076674744315984,0.761,0.851
12676530,0.173581,0.14082211920326165,0.76,0.851
1903548,0.173895,0.14109123289327619,0.76,0.85
1518427,0.173981,0.14116781700823952,0.759,0.85
15641421,0.174264,0.14141652753404121,0.759,0.849
1395349,0.174382,0.14151744516779666,0.758,0.849
4497002,0.174637,0.14174251576679078,0.758,0.848
11960255,0.174784,0.14187343125387905,0.757,0.848
1250344,0.175001,0.142069255390857,0.757,0.847
12604390,0.175187,0.14223513947383418,0.756,0.847
616392,0.175375,0.14239674640623984,0.756,0.846
7654452,0.175591,0.14258898698463082,0.755,0.846
9502760,0.175746,0.14272498881293927,0.755,0.845
6239349,0.175995,0.14294393268273634,0.754,0.845
2326428,0.176118,0.1430540404102874,0.754,0.844
9376459,0.176401,0.14330552530402738,0.753,0.844
6099465,0.176492,0.1433837855996201,0.753,0.843
13559208,0.176808,0.1436570608415421,0.752,0.843
5324397,0.176872,0.14371433997960145,0.752,0.842
5076181,0.177215,0.14401784427218445,0.751,0.842
4098206,0.177246,0.14404564575089945,0.751,0.841
14086311,0.177624,0.1443719807796413,0.75,0.841
2255579,0.17763,0.14437770291351404,0.75,0.84
16347813,0.178007,0.1447105114674453,0.75,0.839
1185644,0.178033,0.144731955019635,0.749,0.839
3981834,0.178383,0.14504412921202517,0.749,0.838
9752474,0.178444,0.1450961486108682,0.748,0.838
847395,0.178769,0.14537844054858964,0.748,0.837
11513366,0.178855,0.1454544466702325,0.747,0.837
11260283,0.179144,0.14571361887513484,0.747,0.836
770130,0.179267,0.14581736867616063,0.746,0.836
9822988,0.179523,0.14604949079366458,0.746,0.835
16965039,0.179681,0.14618849818723956,0.745,0.835
17146958,0.179907,0.14638617190284303,0.745,0.834
3339984,0.180095,0.14655182478849202,0.744,0.834
15021183,0.180286,0.1467236622026701,0.744,0.833
12053016,0.18051,0.14692382128955164,0.743,0.833
15419094,0.18066,0.1470618460944818,0.743,0.832
1646215,0.180926,0.14729570219194718,0.742,0.832
5536353,0.181044,0.14740089697627418,0.742,0.831
7197852,0.181343,0.14766781429167092,0.741,0.831
10698049,0.181429,0.14774069924938318,0.741,0.83
11267123,0.181761,0.14803825021076528,0.74,0.83
3768975,0.18181,0.14808125291380883,0.74,0.829
7995083,0.18218,0.1484050447719406,0.739,0.829
12815883,0.1822,0.14842261576888313,0.739,0.828
8598060,0.182588,0.1487647878146061,0.739,0.827
6145356,0.1826,0.1487748448983824,0.738,0.827
16828563,0.182975,0.14910771125164568,0.738,0.826
6822633,0.183021,0.1491466680014459,0.737,0.826
8615507,0.183367,0.14945144387933396,0.737,0.825
12875624,0.183443,0.1495210342751195,0.736,0.825
15004882,0.183753,0.14979592789833884,0.736,0.824
15309620,0.183866,0.14989823271606345,0.735,0.824
11755407,0.184133,0.15014127890732443,0.735,0.823
11786895,0.18429,0.15028421665547864,0.734,0.823
2164260,0.184515,0.15048738130762665,0.734,0.822
11991596,0.184715,0.1506672528289594,0.733,0.822
6320393,0.184904,0.15083429289857755,0.733,0.821
1738755,0.18514,0.15104953761112355,0.732,0.821
14903355,0.185288,0.1511820136801771,0.732,0.82
16938077,0.185567,0.15143500135655033,0.731,0.82
2563008,0.185668,0.15153048585309328,0.731,0.819
8687160,0.185995,0.15182393306189995,0.73,0.819
15147085,0.186057,0.15187982501599018,0.73,0.818
5153337,0.186424,0.15220841421868192,0.729,0.818
12829725,0.186449,0.1522299155702037,0.729,0.817
3844382,0.186821,0.15258087311439794,0.729,0.816
10540263,0.186853,0.1526094837837616,0.728,0.816
9867842,0.187219,0.1529325820499088,0.728,0.815
1359516,0.187284,0.15298864740199516,0.727,0.815
